FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId,fullname
NERC,NE/H012842/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Teagle,Damon,Andrew,http://orcid.org/0000-0002-4416-8409,,,,,"Geothermal systems related to rapid uplift on the Alpine Fault, New Zealand",2010-01-02,2010-01-02,53944.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/H012842/1,D4D908B1-8782-4228-87BF-23DAABFC6CC5,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,288C0116-BB29-46A2-9D9C-0E904AB3A491,"Teagle, Damon Andrew"
ESRC,RES-173-27-0090,University of Southampton,School of Geography,Fellowship,Faggian,Alessandra,,,,,,,Utilisation of existing data sources to contribute towards an evidence base towards the 2008/09 review of variable tuition fees in Norther Ireland.,2008-10-13,2008-10-13,53846.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=RES-173-27-0090,7B13F663-5B56-4DDD-A136-9204BAEB2A3B,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,40E8AED1-5C34-4D56-95D7-970CB082708D,
ESRC,ES/N012054/2,University of Southampton,School of Social Sciences,Research Grant,Webb,Elizabeth,Alice,,,,,,"Life course causes and consequences of caring: how do work and family histories influence caring, and how does caring influence health and well-being?",2017-03-07,2017-03-07,53666.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ES/N012054/2,8B011C91-B580-4AF3-ADAF-8055394A98BB,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,316E2C3F-5C37-42D1-8690-BCA000FBB425,"Webb, Elizabeth Alice"
NERC,NE/F017197/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Mills,Rachel,Ann,,,,,,COMPREHENSIVE CALIBRATION OF CRITICAL PALEOCEANOGRAPHIC PROXIES,2010-01-01,2010-01-01,53246.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/F017197/1,B51338E8-8633-4E9D-A229-3CB63982FF3A,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,1AC1B161-6878-4270-8CF1-5170480FA9FE,"Mills, Rachel Ann"
EPSRC,EP/N028279/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Blainey,Simon,Philip,,,,,,Improving customer experience while ensuring data privacy for intelligent mobility,2016-01-09,2016-01-09,52788.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/N028279/1,C1C7F131-CB43-47D5-A6A2-3B2A644344DE,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,89F10E6A-04ED-4118-B648-CB7181E0FBB2,"Blainey, Simon Philip"
NERC,NE/E017568/1,University of Southampton,School of Biological Sciences,Research Grant,Lexer,Christian,,,,,,,"Genomic isolation and transcriptomic differentiation between two ecologically divergent hybridising European forest trees, Populus alba and P. tremula",2008-01-02,2008-01-02,52642.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/E017568/1,E6568A0E-D4B8-47B4-AB35-143D53531527,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,51A39F80-1E07-4AA4-A1BD-BF138342AD4B,
ESRC,ES/I904042/1,University of Southampton,Finance,Training Grant,Hurst,Mary,,,,,,,Southampton - ESRC/MRC Interdisciplinary Transition DTG,2011-01-04,2011-01-04,52579.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ES/I904042/1,9459095B-1A46-492E-B21A-DDC360662879,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,B9BDC693-820D-4F39-983C-873F0E259028,
NERC,NE/S011943/1,University of Southampton,Sch of Biological Sciences,Research Grant,Dumont,Marc,Gregory,,,,,,RECOUP-Moor: Restoring Ecosystem CarbOn Uptake of Post-fire Moorland,2018-01-10,2018-01-10,52390.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/S011943/1,F8F32D17-B3D0-4BC9-A3F2-57DCA99FB028,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,B682CDE2-1E7B-4911-894C-8985C0EA6C09,"Dumont, Marc Gregory"
NERC,NE/V007262/1,University of Southampton,Sch of Geography & Environmental Sci,Research Grant,Sear,David,,,,,,,Quantifying sediment pathways in anthropogenic floodplains during extreme flooding,2020-06-15,2020-06-15,52384.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=NE/V007262/1,34F3A522-BC9B-4248-A3E5-28B576478AE6,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,3E3F7E86-7A0C-4524-A6C9-35B551C925A1,
NERC,NE/M00788X/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Harmon,Nicholas,,,,,,,"How do subduction zones initiate, develop and end: Imaging the Reversal of Subduction in the Solomon Islands",2014-01-10,2014-01-10,52250.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/M00788X/1,F53E153F-B78C-45DF-9CC7-D31841C169DD,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,504DABAE-9FA4-4381-8ED3-8868FBBA6C8D,
NERC,NE/F00043X/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Peacock,Caroline,Louise,,,,,,Mechanisms of trace-metal incorporation in ferromanganese deposits: implications for reconstructing ocean history,2007-01-09,2007-01-09,52110.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/F00043X/1,2BAAD98E-DF0E-4D2E-AE11-CB69890D9171,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,19D3664A-1E3D-46C1-A013-CCD222604675,"Peacock, Caroline Louise"
NERC,NE/H000089/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Pälike,Heiko,,,,,,,FEC recovery for co-chief scientist duties of Dr Heiko P&auml;like for IODP Expedition 320,2009-01-03,2009-01-03,52047.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/H000089/1,513F2C1C-A78D-4306-BD5E-89337EE4A246,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,7B02AB34-099F-498D-89A5-DC232B458851,
AHRC,AH/I502866/1,University of Southampton,Southampton Management School,Training Grant,Curry,Anne,Elizabeth,,,,,,BGP RPM 2010 Grant (University of Southampton),2010-01-10,2010-01-10,51824.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/I502866/1,40494F65-CA6A-48FA-A2FC-AF1D957E1037,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,B4476186-72F5-4EF2-99B0-8C1FCEDB04F2,"Curry, Anne Elizabeth"
EPSRC,EP/T014911/1,University of Southampton,Sch of Biological Sciences,Research Grant,Williamson,Philip,Thomas,,,,,,The UK High-Field Solid-State NMR National Research Facility,2020-02-04,2020-02-04,51797.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/T014911/1,5976E5B4-A785-4B94-99A7-531B47F45A35,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,6E0CE630-8974-4ECA-8E80-2865F23866F6,"Williamson, Philip Thomas"
NERC,NE/D001587/1,University of Southampton,School of Geography,Research Grant,Harrison,Sandy,,,,,,,PalaeoQUMP:using palaeodata to reduce uncertainties in climate prediction,2006-07-08,2006-07-08,51346.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/D001587/1,C9E57AC4-7C04-4F03-B77B-B6C2E967662F,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,D72B469D-9BB2-4D4B-AC80-8877EBBC2CEA,
NERC,NE/H022554/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Pälike,Heiko,,,,,,,Evolution of Carbon Cycle Dynamics (eCCD),2010-09-15,2010-09-15,51122.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/H022554/1,2463BB63-E9E3-4468-82EA-C7FB40B2B2F8,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,7B02AB34-099F-498D-89A5-DC232B458851,
EPSRC,EP/K003968/1,University of Southampton,Electronics and Computer Science,Research Grant,Sassone,Vladimiro,,,,,,,Academic Centre of Excellence in Cyber Security Research - University of Southampton,2012-11-07,2012-11-07,50905.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/K003968/1,C90F7DFF-8DD7-4093-9C35-4A5D17DD4EA4,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,CCF8505B-7D17-41E6-BC6A-CD01898E653C,
NERC,NE/J012440/1,University of Southampton,School of Geography,Research Grant,Carling,Paul,,,,,,,Quaternary incision of the lower Mekong River due to climate change and the history of major channel avulsion,2012-01-05,2012-01-05,50735.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/J012440/1,A7E5F9C9-3A23-478B-9C82-E7D289DAA760,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,A829F3C4-4356-40D2-A2BB-53F0176E16D7,
NERC,NE/H025499/1,University of Southampton,School of Ocean and Earth Science,Research Grant,McNeill,Lisa,,,,,,,FEC Recovery for Co-Chief Scientist duties of Dr Lisa McNeill for IODP Expedition 319,2010-01-01,2010-01-01,50613.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/H025499/1,8B588F74-404A-4B3D-907E-60D40390FD4F,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,6C3862BD-9686-4556-8540-FA48FF321EDC,
AHRC,AH/I001379/1,University of Southampton,Faculty of Humanities,Fellowship,Oldfield,John,Richard,,,,,,"Transatlantic Abolitionism in the Age of Revolution, c. 1760-1833",2011-01-31,2011-01-31,50581.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/I001379/1,F0004889-471B-4455-910A-F1F83A743A9F,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,9E783E5E-238B-44F5-A60B-2345D2BFFB52,"Oldfield, John Richard"
NERC,NE/T012382/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Wilson,Paul,Alastair,,,,,,Understanding of diachroneity: Palaeoenvironmental controls on dispersal of planktic foraminifera in the Plio-Pleistocene oceans,2019-05-17,2019-05-17,50495.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=NE/T012382/1,13A6058F-8384-4193-8454-A1AB998F2445,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,F0CA692E-B1CA-4AF2-B434-1AAE3A1355BB,"Wilson, Paul Alastair"
NERC,NE/N006674/1,University of Southampton,School of Geography,Research Grant,Sear,David,,,,,,,The legacy of cyclone Pam: A unique opportunity to build a long term record of cyclone activity in the western tropical Pacific.,2015-01-09,2015-01-09,50275.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/N006674/1,3F5A79EC-6BB7-45C2-A76C-94E3C7B9E7EE,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,3E3F7E86-7A0C-4524-A6C9-35B551C925A1,
NERC,NE/G009155/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Moore,Christopher,Mark,,,,,,The ecophysiological basis for co-variability in light-limited and saturated rates of phytoplankton photosynthesis.,2009-01-05,2009-01-05,49858.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/G009155/1,C99E1B5C-D817-45F2-83B0-FBDE6DD0B6F9,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,5D80EA59-30E9-41D6-96A1-586313AE65E8,"Moore, Christopher Mark"
NERC,NE/D000351/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Muxworthy,Adrian,Richard,,,,,,A new non-heating method for determining the ancient geomagnetic field intensity,2006-03-23,2006-03-23,49523.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/D000351/1,FCC508C8-B4CB-4589-8B1E-68F370E77B55,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,0FF40B9C-7336-4DCC-B173-C5B37F062086,"Muxworthy, Adrian Richard"
MRC,G0902445,University of Southampton,School of Geography,Research Grant,Atkinson,Peter,Michael,,,,,,Vector-borne disease systems: from mapping to understanding,2010-01-05,2010-01-05,49005.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=G0902445,9091B9E0-BE6B-4C7E-A150-FC6ED8E2502F,C008C651-F5B0-4859-A334-5F574AB6B57C,30A429E3-83B7-4E41-99C0-14A144F07DFE,6CFD1183-5A90-46FA-89F1-FDC2FE5BE218,"Atkinson, Peter Michael"
NERC,ESPA-EIRG-2011-166,University of Southampton,,Other Grant,Dearing,John Alfred,,,,,,,Safe operating spaces for regional rural development - a new conceptual tool for evaluation complex socio-ecological system dynamics,2013-01-02,2013-01-02,49000.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ESPA-EIRG-2011-166,3994AE1D-593C-49E7-89C4-FA78542EBA14,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,7D104127-897B-4846-89CF-F3A1EA2DF112,
EPSRC,EP/N023048/2,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Hamilton,Andrew,Raymond,http://orcid.org/0000-0003-4627-849X,,,,,Deformation and Failure of Mechanically Adaptive Cellular Materials,2017-01-06,2017-01-06,48908.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/N023048/2,4610A2DC-F1C3-4E98-978A-90F81B02FE69,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,998B2639-4623-4288-8FC2-6BDCDA55A734,"Hamilton, Andrew Raymond"
NERC,NE/I002219/1,University of Southampton,School of Geography,Research Grant,Sear,David,,,,,,,Impacts of extreme flooding on physical habitats and flood risk management,2010-10-05,2010-10-05,48335.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/I002219/1,CECFA5F9-F1B8-411E-9DC3-0A42687C7038,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,3E3F7E86-7A0C-4524-A6C9-35B551C925A1,
NERC,NE/E009832/1,University of Southampton,School of Geography,Research Grant,Darby,Stephen,,,,,,,The Characteristics of Turbulent Flows on Forested Floodplains,2007-01-05,2007-01-05,48220.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/E009832/1,F309AFDA-1F75-4981-8990-152C08E6EB51,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,DC3586A5-472C-4CD0-AAAA-C4A7839AC727,
EPSRC,EP/N508652/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Wilson,Philip,Alan,http://orcid.org/0000-0002-6939-682X,,,,,The capability of the WITT wave energy converter to generate megawatts of offshore power at a competitive LCOE,2015-01-07,2015-01-07,48176.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/N508652/1,682519C2-A895-40BD-A808-CDC831F78904,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,27201D58-6871-4B0F-8ACB-A161A8CBF108,"Wilson, Philip Alan"
NERC,NE/I002863/1,University of Southampton,School of Geography,Research Grant,Dawson,Terence,Peter,http://orcid.org/0000-0002-4314-1378,,,,,Food security at the forest-agriculture Interface: A complex systems analysis of ecosystem services trade-offs and tipping points,2010-01-07,2010-01-07,47947.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/I002863/1,F393889D-36D5-4989-A121-A7233211B8CE,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,2043B1FC-417F-467E-A732-7902B0ECC6FF,"Dawson, Terence Peter"
BBSRC,BB/P004164/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Stoodley,Paul,,,,,,,Measuring predictors of drag penalty of ship-fouling biofilms,2016-01-05,2016-01-05,47566.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=BB/P004164/1,87B49715-3BAD-48EA-BAC7-241A41534946,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,B273F6AA-D10F-414B-B1FC-6CE4EAAA0D44,
ESRC,ES/E00895X/1,University of Southampton,School of Geography,Research Grant,Martin,David,James,http://orcid.org/0000-0003-0397-0769,,,,,Merging cognition and technology to enhance learning in the field,2006-01-12,2006-01-12,47349.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ES/E00895X/1,D7791A59-D1BD-4A04-AC48-06E1CC2193B0,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,9CD6A264-DF72-4389-8649-2B3E4E4AB57C,"Martin, David James"
AHRC,AH/I505555/1,University of Southampton,Faculty of Humanities,Training Grant,Everist,Mark,,,,,,,"Collaborative Doctoral 2010 Grant - Franco-Italian Cultural Transfer: Opera and Song, 1825-1850",2010-01-10,2010-01-10,47010.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/I505555/1,CAE4BF11-A548-4332-A764-E89282107345,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,09435891-8E72-4AA8-850D-9293D94AF3C7,
ESRC,ES/V015761/1,University of Southampton,Southampton Education School,Research Grant,Tomlinson,Michael,,,,,,,The Impact of Covid-19 on Recent Graduates' Career Decisions and Outcomes,2020-05-11,2020-05-11,46945.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=ES/V015761/1,6E963E9A-B562-4A82-BBAA-479585D13D40,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,EA3B68DF-D885-42EA-9DF3-0E94E553C68B,
NERC,NE/N015665/2,University of Southampton,Sch of Geography & Environmental Sci,Research Grant,Lazarus,Eli,,,,,,,Physical and biological dynamic coastal processes and their role in coastal recovery (BLUE-coast),2016-01-12,2016-01-12,46902.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=NE/N015665/2,D129F6E6-1637-4247-B418-0692B9704EC9,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,A8181CC1-F9F0-4CAC-ABE5-3A5AF8BAA85E,
ESRC,RES-000-22-1149,University of Southampton,Faculty of Humanities,Research Grant,Seccia,Giulio,,,,,,,Macroeconomic Implications of Endogenous Credit Constraints and Default,2006-02-28,2006-02-28,46492.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=RES-000-22-1149,4C2EEFB2-7875-419B-B38D-3E0D5AD5319B,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,0DB2F605-CE9E-47DE-96D6-B13D2C83358A,
MRC,G0601758,University of Southampton,Unlisted,Research Grant,Perry,V Hugh,,,,,,,Application of micro-electronics to in-vitro culture systems,2007-01-10,2007-01-10,46464.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=G0601758,BADCE1E3-9100-417B-ADF9-E27FA9FC14C0,C008C651-F5B0-4859-A334-5F574AB6B57C,30A429E3-83B7-4E41-99C0-14A144F07DFE,EBAC05F4-6353-4D6F-AF06-D8214F640595,
NERC,NE/E008305/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Hauton,Chris,,http://orcid.org/0000-0002-2313-4226,,,,,"Effects of CO2-driven sea water acidification on the ecophysiology of neritic calcifiers, using the amphipod Gammarus locusta as a model.",2007-05-20,2007-05-20,45771.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/E008305/1,7EBB85B1-5589-4C7C-8596-E7CD3C85CF5F,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,A6A2C909-82D0-4A29-A772-79DB4F97FE2E,
NERC,NE/H013881/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Hauton,Chris,,http://orcid.org/0000-0002-2313-4226,,,,,Quantifying and Monitoring Potential Ecosystem Impacts of Geological Carbon Storage (QICS),2010-01-05,2010-01-05,45693.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/H013881/1,7BABB680-D4A1-4DEA-99DD-79823BC7672F,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,A6A2C909-82D0-4A29-A772-79DB4F97FE2E,
ESRC,ES/J011908/1,University of Southampton,School of Social Sciences,Research Grant,Channon,Andrew,Amos,,,,,,Enhancing Undergraduate Quantitative Methods in the Social Sciences through Curriculum Change,2012-01-05,2012-01-05,45458.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ES/J011908/1,D32A96D8-E8AB-4D9B-BB14-1311AD892CD4,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,C46EB318-A4D5-4DFB-9215-0F4489CA2598,"Channon, Andrew Amos"
NERC,NE/T003081/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Copley,Jonathan,Timothy,,,,,,Seabed Mining And Resilience To EXperimental impact,2021-01-06,2021-01-06,45445.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=NE/T003081/1,DE268E4E-A185-4741-96B1-0485DFB8B070,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,CDA6B89A-2D85-4CC2-9700-104285F96E06,"Copley, Jonathan Timothy"
Innovate UK,508511,University of Southampton,,Knowledge Transfer Partnership,Unknown,Unknown,Unknown,,,,,,University of Southampton And Surrey Satellite Technology Limited,2012-01-07,2012-01-07,45000.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=508511,6FFE8D6A-5DB4-4143-B8A2-776A6D2708BF,05923FEC-036B-4EA9-8068-0AD5AE082931,30A429E3-83B7-4E41-99C0-14A144F07DFE,6BAA32D3-0592-4662-8707-B8FF49287B99,"Unknown, Unknown Unknown"
EPSRC,EP/P50595X/1,University of Southampton,Finance,Training Grant,Speake,Jill,,,,,,,DHPA - University of Southampton,2010-01-10,2010-01-10,45000.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/P50595X/1,346252C6-90EF-4064-B3AC-47F286183087,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,EB6FE96B-B63A-4930-92B8-B981F82E2A2E,
NERC,NE/M008517/1,University of Southampton,School of Geography,Research Grant,Sadler,Jason,,,,,,,A tool to improve prediction of real time environmental risk to UK rail infrastructure,2014-10-31,2014-10-31,44570.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/M008517/1,CDE4F62D-5F27-4B37-9624-E6A64F4FF022,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,AFCC8618-7EE0-47FA-8EB2-8C6B3DD09A7B,
MRC,G0800753,University of Southampton,Inflammation Infection and Repair,Research Grant,Howarth,Peter,,,,,,,Small molecule inhibitors and primary airway fibroblast activation in severe asthma,2008-01-06,2008-01-06,44505.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=G0800753,7C98267E-422D-4BC0-95E7-332905F813EF,C008C651-F5B0-4859-A334-5F574AB6B57C,30A429E3-83B7-4E41-99C0-14A144F07DFE,A087746E-286E-423C-95D0-9E2838993CFF,
Innovate UK,509320,University of Southampton,,Knowledge Transfer Partnership,Unknown,Unknown,Unknown,,,,,,University of Southampton and Aurora Medical Limited,2015-01-01,2015-01-01,44497.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=509320,CA5E1ED3-E26C-4021-A4E4-FE99AF90A052,05923FEC-036B-4EA9-8068-0AD5AE082931,30A429E3-83B7-4E41-99C0-14A144F07DFE,6BAA32D3-0592-4662-8707-B8FF49287B99,"Unknown, Unknown Unknown"
NERC,NE/G010684/1,University of Southampton,School of Geography,Research Grant,Langdon,Peter,,,,,,,Pinpointing abrupt climate change in Patagonia using tephrochronology and improved age modelling,2009-01-03,2009-01-03,44071.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/G010684/1,E98E0F5E-7EE5-49C9-BE43-320C9F89EF7E,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,0FB14E60-3A55-4CE1-B476-DDCFDDE621B5,
NERC,NE/D008352/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Tyler,Paul,,,,,,,"Spatial and vertical patterns in the megabenthos of Marguerite Bay, western Antarctic Peninsula",2006-01-10,2006-01-10,43046.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/D008352/1,88B40DC5-DACA-4BB7-9EAE-DC63BF39228F,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,FBC6C0BD-F1D5-4859-99D0-30396571FE81,
ESRC,ES/H031146/1,University of Southampton,Electronics and Computer Science,Research Grant,De Roure,David,,,,,,,National Strategic Director for e-Social Science,2009-01-10,2009-01-10,42904.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ES/H031146/1,363C82F8-EBB7-4310-AD1E-B029B850CE9C,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,AC23FEDF-B8E8-46CB-BEA0-3C2933633B40,
EPSRC,EP/E035930/1,University of Southampton,Electronics and Computer Science,Research Grant,schraefel,m.c.,,,,,,,Supporting Exploratory Search via the Semantic Web,2006-10-18,2006-10-18,41540.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/E035930/1,BF344FEF-6E8E-46B6-9A28-4DF90114E524,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,65F47ACE-B0C6-44F5-A04B-FA2EF5FA1C72,
NERC,NE/M017958/1,University of Southampton,School of Geography,Research Grant,Roberts,Gareth,James,,,,,,"The FIREsIdE International Collaboration: FIre Radiative powEr validation, Intercomparison &amp; fire emissions Estimation",2015-01-05,2015-01-05,41265.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/M017958/1,CD0CA951-9E19-490B-80BF-C2994B81D04E,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,7E96510B-F1DC-46AD-8BC0-034ED1D2586D,"Roberts, Gareth James"
